crowd	associated with event	festival
caterwaul	described by	a bird call used to signal the presence of predators
chicken or rooster	has sibling	fowl animal
battle cry	belongs to class	human non-speech sounds
owl	emitted by	bird
jackhammer	is a type of	construction
percussion	has children	bongos
steel guitar or slide guitar	has subtype	slide guitar
bus	occurs in	residential area
sound of things	has subtype	whoosh swoosh swish
piano	co-occurs with	music performance
hum	associated with event	playing music
ukulele	part of scene	music performance venue
vibraphone	belongs to class	musical instrument
bathtub (filling or washing)	generated by	tap
environmental noise	belongs to class	background noise
steel guitar or slide guitar	is instance of	guitar
typewriter	follows	typing on paper with writer
door knock	localized in	front entrance
cash register beeping	has sibling	mechanisms
tapping	perceived as	mechanical
music	has subtype	chant
eruption	warns about	ash cloud warning
sniffing	occurs in	cafe or restaurant
dog whimpering	caused by	stress
soca music	belongs to class	music genre
hi-hat	part of scene	hip hop festival
switch on or off	belongs to class	things
bell	has children	cowbell
saxophone	described by	a type of woodwind instrument with a conical bore and a single reed
christian music	event composed of	guitar
electronic music	has subtype	drum and bass
oboe	belongs to class	wind or woodwind instrument
vehicle	occurs in	amusement park
pheasant crowing	has subtype	bird crowing
eating noodles	belongs to class	human non-speech sounds
penguins braying	belongs to class	animal
brief tone	has subtype	ding
environmental noise	occurs in	street
human sounds	has subtype	gasp
cricket	is sound of	insect
people cheering	produces	applause
christmas music	has timbre	cheerful
bathroom sounds	belongs to class	things
music	part of scene	festival
ukulele	part of scene	music performance stage platform
wild animal	has subtype	snake hissing
trumpet	produced during	playing
harmonica	originates from	musical instrument
cat	occurs in	home
vibraphone	event composed of	melody
walking	responds to	footsteps on sidewalk
air horn or truck horn	occurs in	bus interior
trombone	responds to	street performance
car passing by	belongs to class	car
erhu	is sound of	performance
bird	indicates	singing
gunshot	has children	artillery fire
harmonica	associated with environment	music studio production
firing muskets	precedes	gunfire
music genre	has children	vocal music
explosion	is instance of	landmine
door domestic	temporal component of	opening
fire truck siren ringing	occurs in	public square
telephone dialing	can be heard in	home
non-machinery impact	has children	burst or pop
mouse click	localized in	computer mouse pad
harp	has subtype	musical instrument category
squeak	associated with environment	squeaky rubber bands on a rubber band ball in a rubber band ball box
laughing	localized in	shopping mall
insect buzz	produced during	pollination
music	has subtype	christian music
wild animal	has subtype	mouse squeaking
friction brake	occurs in	automobile
ding	has sibling	brief tone
lock	warns about	intruder
domestic sounds	has subtype	water domestic
thunder	described by	a loud rumbling sound during a storm
organ	overlaps with	orchestral music
child babbling	belongs to class	human non-speech sounds
soul music	has sibling	music genre
truck engine	belongs to class	truck
afrobeat	is a type of	percussive music
cornet	belongs to class	brass instrument
ding-dong	overlaps with	school bell
door	produced during	opening
outdoor urban or manmade	occurs in	car interior
whistling	localized in	forest
timpani	precedes	concert performance
theremin	has subtype	electronic musical instrument
human voice	precedes	storytelling
outdoor environment	occurs in	home
trombone	co-occurs with	parade band
radio	warns about	natural disaster
air brake	belongs to class	truck brake
microwave oven	occurs in	kitchen
bassoon	part of scene	music performance
co detector	occurs in	grocery store
traffic noise	belongs to class	acoustic environment
skateboard	described by	a board with wheels used for sliding down ramps or rails
machinery impact	has subtype	pile driver
electric rotor drone	occurs in	residential area
running	occurs in	gym
music genre	has children	disco music
clock tick	precedes	train arrival
motorcycle wheel rolling	is sound of	road surface
onomatopoeia	has children	crack
mechanical fan	temporal component of	heating system
cooking	associated with event	cooking appliances
human sounds	has subtype	male screaming
music genre	has subtype	chant
disc scratching	has parent	music genre
road vehicle	has subtype	motorcycle
bugle	precedes	military drill
electric shaver	has parent	domestic sounds
rimshot	belongs to class	percussion
piano	event composed of	strings
rain	is a type of	natural phenomenon
sighing	occurs in	home
brief tone	has subtype	ping
giggling	occurs in	laughter
crackle	part of scene	radio
smoke alarm	occurs in	shop
static noise	has parent	background noise
bird vocalization call or song	has subtype	warbler chirping
sliding door	localized in	garage
tambourine	is a type of	tuned percussion instrument
mandolin	part of scene	musical instrument
snowmobile	localized in	winter sports resort
marching	event composed of	drum
car engine accelerating	precedes	car moving
gong	is a type of	percussion instrument
natural sounds	has subtype	pumping water
car	caused by	road condition
race car	has sibling	car engine
basketball bounce	belongs to class	things
timpani	overlaps with	percussion
knock	can be heard in	door
cleaning	has parent	source-ambiguous
cowbell	originates from	celebration
car horn	has sibling	vehicle horn
dog growling	belongs to class	dog
animal	has subtype	mouse pattering
trumpet	performed by	musician
small/medium rotating saw	overlaps with	band saw
sawing	generated by	sawmill
door opens or closes	occurs in	metro station
traffic noise	has sibling	things
eating	has subtype	chewing
chime	produced during	ringing
thunder	caused by	lightning
choir singing	belongs to class	music
hi-hat	is a type of	electronic instrument
heavy metal	belongs to class	music
dog pant	occurs in	park
exciting music	has parent	music mood
bird	has subtype	eagle screaming
door	precedes	closing
grinding	originates from	factory
cornet	is a type of	wind instrument
trap music	has sibling	hip hop music
bagpipes	is instance of	instrument
tambourine	part of scene	carnival
drilling	has subtype	rock drill
cat growling	localized in	kitchen
bird vocalization call or song	has subtype	baltimore oriole calling
metronome	scene contains	music practice studio
human activities	occurs in	bowling hall
playing darts	localized in	dart court
slot machine	has sibling	things
water domestic	belongs to class	water
percussion	used for	music
sawing	has subtype	powered saw
animal	has subtype	cheetah chirrup
thunderstorm	is a type of	lightning storm
air horn or truck horn	has parent	alarm signal
guitar strumming	has sibling	plucked string instrument
boom	originates from	fireworks
running	belongs to class	human movement
cat growling	belongs to class	animal
bathroom ventilation fan	generated by	electricity
phone ringing	localized in	hotel
music genre	scene contains	pop music
percussion	has subtype	gong
motorcycle	associated with environment	road
human non-speech sounds	has children	nose blowing
car	overlaps with	engine
crowd	entails event	gathering
vehicle siren ringing	has subtype	police car siren ringing
vehicle	has subtype	car horn
crunch	temporal component of	walking
chicken or rooster clucking	has parent	chicken or rooster
guiro	can be heard in	carnival
sound of things	has subtype	jingle bell
vibraphone	co-occurs with	jazz music performance
bus brake	generated by	road condition
harmonic	associated with event	music
grinding	originates from	sawmill
motorboat speedboat	belongs to class	watercraft
dishes or pots or pans	has children	washing dishes
percussion	has children	cowbell
steelpan	produced during	carnival parade
flute	emitted by	band
airplane	associated with environment	airport
drum	caused by	strike
rimshot	part of scene	live event
clavinet	occurs in	rock concert
cooking	has parent	kitchen sounds
mandolin	has subtype	plucked string instrument
door	occurs in	restroom
whoosh swoosh swish	has parent	onomatopoeia
motorcycle engine accelerating	has parent	engine accelerating
vehicle engine	occurs in	street
steel guitar or slide guitar	emitted by	guitarist
generic impact sounds	has subtype	tapping
telephone busy signal	generated by	telephone network
missile launch	produced during	military operation
metronome	used for	drumming
musical instrument	has subtype	flute
echo	indicates	reverberation
reverberation	part of scene	opera house
child voice	has children	child babbling
vehicle	has subtype	truck brake
digestive	occurs in	home
liquid	temporal component of	dripping
djembe	belongs to class	music
wild animal	occurs in	outside
chime	localized in	room
background music	has parent	music role
liquid pouring	has children	fill (with liquid)
timpani	has subtype	musical instrument
human movement	occurs in	quiet street
grinding	generated by	mill
rain	is instance of	precipitation
trumpet	has sibling	brass instrument
sound of things	has subtype	eruption
environmental noise	localized in	industrial zone
vehicle engine	occurs in	bus interior
hiss	belongs to class	onomatopoeia
ocean	has parent	natural sounds
fire	warns about	smoke alarm tone ring
rail transport	has subtype	metro leaving
washing machine	generated by	electricity
sound of things	has subtype	object impact
banjo	can be heard in	street performance
castanets	part of scene	cultural event
rock drill	has loudness	medium
clicking	overlaps with	mouse clicks
electric guitar	precedes	recording music single
walking	localized in	sidewalk
cello	responds to	orchestra rehearsal
water vehicle	can be heard in	marina
baby crying	occurs in	airplane interior
children playing	is sound of	toys rattling
music	event composed of	melody
door wood creak	occurs in	home
domestic sounds	has children	coin dropping
people cheering	perceived as	celebratory
drum	entails event	percussion
camera	has parent	mechanisms
ukulele	belongs to class	music
machine gun	has sibling	gunshot
synthesizer	belongs to class	keyboard (musical)
saxophone	perceived as	solo instrument
cutlery or dishes	has children	cutlery or silverware
people shuffling	has sibling	musical concepts
large crowd	belongs to class	human group actions
coughing	produced during	cold
truck compressor	has sibling	truck engine
surface contact	has subtype	roll
washing dishes	occurs in	kitchen
phone ringing	warns about	incoming call
announcement speech	has parent	announcement
running	event composed of	footsteps
flute	part of scene	music performance
electronic tuner	is a type of	sound generating device
rock music	scene contains	music studio
cymbal	indicates	percussion
microphone	invites action	provides a means of interaction with the listener.
door domestic	originates from	apartment
door domestic	localized in	house
farm animal	has subtype	cattle or bovinae
glockenspiel	belongs to class	percussion
child babbling	performed by	baby
engine	emitted by	equipment
train	is a type of	rail vehicle
mouse click	belongs to class	office sounds
shofar	has parent	musical instrument
piano	has subtype	electric piano
otter growling	belongs to class	animal growling
applause	precedes	applause end of play
sizzle	is a type of	food
music	emitted by	band
raindrop	is instance of	precipitation
squishing water	has parent	squish
door domestic	occurs in	home
traffic noise	warns about	road accident
fireworks	occurs in	celebration
onomatopoeia	has children	clatter
truck engine idling	occurs in	busy street
door slam	has subtype	slam
sound of things	has subtype	kitchen sounds
dance music	belongs to class	music role
drum	has children	bass drum
coin dropping	has subtype	coin
spray	overlaps with	water sprinkler
timbales	part of scene	dance performance
clickety-clack	described by	a rhythmic sound made by a mechanical device
ding	localized in	room
change bell ringing	has parent	bell ringing
car engine accelerating	occurs in	quiet street
blowtorch	belongs to class	tools
grunting	has parent	human voice
sidetone	temporal component of	ringing
castanets	belongs to class	percussion
onomatopoeia	has children	crunch
insect buzz	has children	bee or wasp
funk carioca music	generated by	region
lullaby	originates from	mother
motorcycle	generated by	combustion
moaning	described by	pain
electric grinder grinding	has sibling	tools
marimba and xylophone	has parent	percussion
engine knocking	belongs to class	things
hammering	part of scene	blacksmith studio
kitchen sounds	has subtype	crockery breaking and smashing
saxophone	has subtype	soprano saxophone
steelpan	part of scene	music performance
bicycle bell	has parent	alarm signal
dishwasher	belongs to class	kitchen sounds
music	has subtype	piano
rattle (instrument)	originates from	musical instrument
scratch	responds to	pencil on paper
typewriter	precedes	typing document
artillery fire	has sibling	gunshot
whir	is a type of	engine
thunderstorm	caused by	lightning
baby crying	occurs in	church
french horn	performed by	orchestra
domestic sounds	has children	hair dryer
steel guitar or slide guitar	belongs to class	playing guitar
zither	has pitch	low
brief tone	has subtype	squeal
outdoor urban or manmade	has children	traffic noise
chipmunk chirping	belongs to class	animal
duck	occurs in	farm
finger snapping	belongs to class	human sounds
keyboard (musical)	has subtype	electronic organ
office sounds	part of scene	office equipment
motorcycle	co-occurs with	road
aircraft	originates from	runway
footsteps	produced during	dancing
conversation	is a type of	spoken language
pigeon cooing	has duration	long
rain	has subtype	rainfall
gong	produced during	ringing
keys jangling	occurs in	home
air brake	belongs to class	vehicle
music	has subtype	trumpet
sink (filling or washing)	has sibling	water domestic
erhu	is a type of	stringed instrument
sliding door	localized in	house
monkey	occurs in	forest
percussion	occurs in	sports stadium
gunshot	has subtype	firing muskets
slapping	has sibling	human non-speech sounds
bus engine accelerating	belongs to class	bus engine
bicycle	can be heard in	cycling event
electric guitar	has sibling	plucked string instrument
woodpecker	occurs in	forest
musical instrument	has subtype	bagpipes
radio	associated with environment	radio station
siren ringing	occurs in	cafe or restaurant
dishwasher	associated with environment	kitchen
bugle	temporal component of	military ceremony
hammering	caused by	hit
fly housefly	has parent	insect buzz
reverse beeper	belongs to class	vehicle
kitchen sounds	overlaps with	utensils clinking
water vehicle	can be heard in	river
marimba and xylophone	described by	a type of percussion instrument with a larger range of notes than a xylophone
clang	belongs to class	brief tone
burst or pop	belongs to class	non-machinery impact
mandolin	emitted by	instrument
train whistle	precedes	train stopping
road vehicle	is a type of	automobile
blowtorch	associated with event	sterilization metal
harp	is instance of	instrument
noise music	can be heard in	nightclub
rain	described by	a type of precipitation that can cause health problems in humans and animals
elk bugling	precedes	elk hunting ceremony
hip hop music	belongs to class	music genre
car passing by	emitted by	road
water drop	belongs to class	water
playing badminton	is a type of	racket sport
animal	has subtype	duck
warbler chirping	is a type of	bird
eating	belongs to class	human non-speech sounds
sound of things	has subtype	car crash
clapping	is a type of	applause
goose	occurs in	meadow
ding	overlaps with	church bell
specific impact sounds	belongs to class	non-machinery impact
trumpet	precedes	national anthem
whistling	described by	a high-pitched sound made by blowing air through the lips
music genre	has subtype	carnatic music
singing	overlaps with	singing in pop concert
giggling	is a type of	laughter
crying	has children	whimpering
tractor	caused by	engine
chime	co-occurs with	elevator departure
bagpipes	is variant of	music
steelpan	associated with environment	parade
domestic animal	occurs in	home
truck	localized in	construction site
urban music	scene contains	music festival
rain on surface	occurs in	truck interior
office sounds	occurs in	library
clatter	can be heard in	construction site
drum	described by	a percussive musical instrument
horse clip-clop	can be heard in	riding arena
keyboard (musical)	occurs in	music festival
tender music	has sibling	music mood
sitar	occurs in	music festival
mandolin	occurs in	music venue
canidae dogs wolves	produces	howling
hum	part of scene	subway
co detector	occurs in	billiard pool hall
female singing	has sibling	singing
rapping	co-occurs with	rhythm
percussion	event composed of	drum
harmonica	can be heard in	music venue
djembe	event composed of	percussion
creak	originates from	wooden door
snoring	belongs to class	human sounds
hen	described by	a bird with a distinctive call
soprano saxophone	has parent	saxophone
sound of things	has subtype	car skidding
woodpecker	is a type of	construction tool
car alarm ringing	overlaps with	car brakes screeching
clapping	produced during	performance
swimming	localized in	ocean
crackle	has parent	fire
vehicle horn	generated by	car engine
engine starting	occurs in	busy street
bouncing	is a type of	car tire bounce
bus engine idling	occurs in	busy street
non-machinery impact	has subtype	car crash
train	associated with event	transportation system
woodpecker	produced during	woodworking
shouting	can be heard in	stadium
thunderstorm	part of scene	lightning thunder
microphone	localized in	television studio
wood thrush calling	belongs to class	bird vocalization call or song
can opening	belongs to class	things
booing	is a type of	vocal
lullaby	is a type of	calming
goose	occurs in	wetland
sawing	localized in	woodshop
rail transport	has subtype	train whistle
bird vocalization call or song	produces	song
bus wheel rolling	occurs in	street
drum	part of scene	music performance venue
steelpan	perceived as	festive instrument
hammering	produces	impact
waves	produces	seagull squawks
engine accelerating	occurs in	truck interior
melody	temporal component of	music
truck	produced during	delivery
power windows electric windows	has parent	car
giggling	occurs in	party
pouring water	has sibling	water natural
sonar	precedes	underwater navigation mission
alarm signal	has subtype	kettle whistle
animal	occurs in	public square
human sounds	has subtype	heart murmur
cat growling	has parent	cat
playing guitar	originates from	guitar amplifier
ding-dong	can be heard in	office
tractor	belongs to class	engine
water stream	has parent	water natural
washing machine	occurs in	kitchen
sweeping	belongs to class	source-ambiguous
accordion	described by	a musical instrument with bellows
door domestic	generated by	door
wood	part of scene	musical instrument piano
train horn	produced during	train collision
footsteps	invites action	indicates the presence of someone nearby.
sonar	originates from	submarine hunting ground
lullaby	occurs in	nursery
musical instrument	has subtype	trombone
beat	has duration	short
bathtub (filling or washing)	used for	self-care
sound of things	has subtype	domestic sounds
afrobeat	associated with environment	concert
announcement speech	occurs in	station hall
background noise	has children	environmental noise
deformable shell	has children	crushing
heavy engine (low frequency)	has children	tractor
bathroom sounds	has sibling	domestic sounds
animal	is sound of	horse
clavinet	produced during	jazz improvisation
cutlery or silverware	has parent	cutlery or dishes
goat	associated with event	being slaughtered
sound of things	has subtype	metronome
child babbling	generated by	caregiver
clicking	can be heard in	gaming room
lighter	has sibling	things
tabla	associated with environment	indian classical music studio
door slam	has loudness	high
singing	emitted by	person
drilling	has sibling	machinery impact
cuckoo bird calling	belongs to class	wild animal
speech	has children	child speaking
tape hiss	belongs to class	background noise
truck brake	overlaps with	emergency siren
cooking	associated with event	cooking utensils
sound of things	has subtype	electric fan
steel guitar or slide guitar	has subtype	stringed instrument
rumble	precedes	thunderstorm
human sounds	has subtype	groaning
vehicle	has children	heavy engine (low frequency)
ukulele	is instance of	musical instrument
playing guitar	generated by	musician
bird vocalization call or song	has subtype	black capped chickadee calling
sound of things	has subtype	rowboat canoe kayak
door domestic	overlaps with	door opening
horse nicker	generated by	horse
announcement jingle	occurs in	metro station
keyboard (musical)	has children	harpsichord
firing muskets	precedes	gunshot
keyboard (musical)	generated by	synthesizer
male singing	has duration	short
shower	described by	a water-based activity for personal grooming
sound of things	has subtype	buzzer ringing
siren ringing	has children	civil defense siren ringing
ship	caused by	storm
golf driving	can be heard in	golf course
banjo	precedes	creating music
angry music	belongs to class	music
door	occurs in	train interior
screaming	has subtype	male screaming
music genre	has subtype	africa music
banjo	is instance of	stringed musical instrument
fusillade	described by	a series of short, sharp sounds made by a bird in flight, often heard in the forest
trumpet	part of scene	parade
electronic dance music	belongs to class	music
clatter	performed by	human
sawing	occurs in	construction site
car brake	event composed of	screeching tires
miscellaneous sources	has children	duck call (hunting tool)
human voice	has subtype	whoop
bugle	overlaps with	religious ceremony
sitar	produced during	playing
shower	belongs to class	things
male speaking	belongs to class	human sounds
bicycle	generated by	human
buzzer ringing	warns about	impending emergency
iron forging	has parent	non-machinery impact
music genre	has subtype	classical music
music role	temporal component of	background ambience
car wheel rolling	has parent	wheel rolling
typewriter	has parent	office sounds
sound of things	has subtype	scissors
train	part of scene	tracks
car horn	occurs in	truck interior
clapping	can be heard in	music festival
clavinet	is instance of	instrument
crunch	has duration	short
playing volleyball	occurs in	sports stadium
bagpipes	associated with environment	concert
clarinet	is a type of	woodwind instrument
echo	associated with event	ocean waves
air conditioning	occurs in	metro station
thump or thud	has children	clunk
sine wave	has parent	other sourceless
vehicle engine	has subtype	vehicle compressor
car	scene contains	brakes screeching
vehicle	has subtype	bus compressor
pump (liquid)	occurs in	home
singing	produced during	singing performance
saxophone	has timbre	mellow
cello	emitted by	orchestra
ukulele	is instance of	stringed musical instrument
natural sounds	has subtype	raindrop
bus	localized in	train station
bird wings flap	perceived as	avian movement
applause	scene contains	applause
mandolin	originates from	instrument
grinding	entails event	grinding flour
waterfall	described by	a geological feature with a large amount of water falling over a cliff
steelpan	is a type of	handmade instrument
domestic sounds	has children	microwave oven
engine starting	occurs in	truck interior
djembe	overlaps with	rhythm
liquid	has children	spray
traditional music	belongs to class	music genre
human non-speech sounds	has children	moaning
hammering	temporal component of	construction
banjo	scene contains	folk instrument
aircraft	associated with environment	airfield
wild animal	has children	fox barking
reverberation	part of scene	theater venue
maraca	has subtype	musical instrument
electric guitar	has parent	playing guitar
firecracker	follows	fireworks
gull seagull	has duration	medium
rustle	localized in	forest
bell	produced during	alerting
small/medium rotating saw	transcribed as	sawing
smoke alarm	precedes	building
sound reproduction	can be heard in	living room
alarm signal	has subtype	vehicle horn
goose honking	has duration	long
arrow	belongs to class	miscellaneous sources
bus	associated with environment	airport
chewing	belongs to class	eating
musical instrument	has subtype	french horn
banjo	part of scene	folk instrument performance
tambourine	co-occurs with	dance
lathe spinning	has sibling	light engine (high frequency)
banjo	temporal component of	strumming
wedding music	belongs to class	music role
vibration	belongs to class	noise
liquid	has children	liquid dripping
truck brake	generated by	driver
bird	co-occurs with	mating
wolf whistling	occurs in	forest
gear	described by	vehicles
domestic sounds	has subtype	radio
object snapping	has sibling	object impact
firing cannon	localized in	battlefield
insect	has children	cricket
bagpipes	has subtype	music
horse nicker	localized in	pasture
chuckling and chortling	has sibling	laughing
alarm signal	has subtype	whistle
truck	localized in	highway
cornet	indicates	musical instrument
chain	temporal component of	walking
tambourine	has subtype	handheld percussion instrument
keypress tone	generated by	keyboard
insect	event composed of	chirping
engine	originates from	vehicle
explosion	has children	sonic boom
co detector	occurs in	cafe or restaurant
chainsaw	belongs to class	light engine (high frequency)
metro approaching	occurs in	train interior
bathroom ventilation fan	belongs to class	bathroom sounds
vibraphone	scene contains	music studio
alto saxophone	belongs to class	saxophone
dishwasher	warns about	overheating
office sounds	has sibling	things
ambulance siren ringing	belongs to class	things
frog croak	generated by	frog
lullaby	indicates	soothing
human non-speech sounds	has subtype	baby crying
whistle	associated with environment	park
knock	originates from	door
sound of things	has subtype	refrigerator
music	has children	music mood
door slam	produced during	closing
jet engine	occurs in	airplane interior
playing guitar	has subtype	electric guitar
dog whimpering	warns about	danger of falling
train	temporal component of	running
sitar	originates from	musician
shofar	warns about	shabbat
human movement	has subtype	tap dancing
miscellaneous sources	has children	sonar
announcement	temporal component of	speech
insect	associated with event	buzzing
chant	overlaps with	chanting in a religious service
alto saxophone	produced during	jazz performances
maraca	has subtype	handheld instrument
warbler chirping	localized in	garden
erhu	emotionally associated with	sadness
water tap or faucet	occurs in	cafe or restaurant
cello	is sound of	instrument
plucked string instrument	has sibling	musical instrument
rumble	warns about	tsunami warning
bongos	is a type of	handmade instrument
musical instrument	has children	harmonica
skateboard	occurs in	public square
tick-tock	invites action	signals the end of a workday.
police car siren ringing	occurs in	cafe or restaurant
crackle	produces	audio signal
percussion	part of scene	dance performance
car	generated by	engine
saxophone	precedes	musical instrument family
vocal music	belongs to class	music
human sounds	has subtype	children shouting
tick-tock	precedes	clock alarm
piano	is a type of	stringed instrument
air conditioning	occurs in	elevator
explosion	is instance of	grenade
iron forging	belongs to class	non-machinery impact
refrigerator	produces	humming
non-motorized land vehicle	occurs in	public square
power tool	precedes	using power tool for woodworking
music	has subtype	drum beat
cow	localized in	farm
yawning	belongs to class	human voice
drum roll	belongs to class	music
wild animal	has children	sea lion barking
underwater bubbling	has parent	water gurgling
swimming	entails event	aquatic activity
vehicle engine	has parent	vehicle
motorboat speedboat	associated with event	boating
wheeze	affects	shortness of breath
car	is sound of	brakes
ocean	belongs to class	natural sounds
airplane	occurs in	airspace
steel guitar or slide guitar	caused by	musician playing
waterfall	can be heard in	hiking trail
rimshot	part of scene	live sports event
sampler	belongs to class	music
shuffle	belongs to class	footsteps
coffee machine	originates from	kitchen
musical instrument	has subtype	double bass
mellotron	has subtype	electronic instrument
playing lacrosse	event composed of	lacrosse goal
large vehicle	occurs in	street
refrigerator	triggers	door open
magpie calling	has sibling	bird vocalization call or song
rain	part of scene	river
wood	described by	a type of plant used for making musical instruments
afrobeat	perceived as	danceable
bagpipes	part of scene	bagpipe competition
baltimore oriole calling	can be heard in	forest
office sounds	has children	keyboard typing
lip smacking	occurs in	airplane interior
male speaking	localized in	conference room
cello	has subtype	concert instrument
firecracker	has sibling	explosion
erhu	is a type of	chinese instrument
sound of things	has subtype	burst or pop
brief tone	has children	clang
explosion	has subtype	eruption
bagpipes	part of scene	cultural event
pulse	warns about	seizure
harpsichord	overlaps with	harp
cowbell	described by	percussion
trumpet	is sound of	instrument
raindrop	part of scene	rain
glass	belongs to class	things
caterwaul	has parent	cat
wheeze	belongs to class	breathing
cello	precedes	music performance
brakes squeaking	has parent	road vehicle
hum	is a type of	ambient
large crowd	has sibling	crowd
djembe	performed by	musician
bugle	invites action	event
trumpet	overlaps with	military band
ukulele	part of scene	music festival
ding-dong	transcribed as	bell
wood thrush calling	produced during	bird singing
timbales	follows	percussion
cuckoo bird calling	event composed of	cuckoo bird song
pig oink	belongs to class	farm animal
goose	has subtype	trill
truck engine	has children	truck engine accelerating
domestic sounds	has subtype	dishwasher
wood	produces	creaking
gong	co-occurs with	emergency siren
jackhammer	overlaps with	construction noise
whispering	belongs to class	human sounds
bus engine accelerating	belongs to class	things
car brake	localized in	parking lot
drilling	can be heard in	mining site
fowl animal	produces	chirping
kitchen sounds	scene contains	cooking noise
rumble	associated with environment	thunderstorm
tornado	associated with environment	storm
bongos	has pitch	low
knock	caused by	strike on door
stomach rumble	belongs to class	human non-speech sounds
foghorn ringing	warns about	impending disaster
mechanisms	has subtype	gear
road vehicle	has subtype	bus brake
firecracker	precedes	celebration
car engine idling	occurs in	busy street
ding-dong	precedes	phone ringing
tractor	produced during	farming
running	occurs in	pedestrian street
bugle	indicates	emergency
vehicle siren ringing	occurs in	public square
tabla	has subtype	musical instrument
heavy engine (low frequency)	occurs in	bus interior
flute	has subtype	instrument
chewing	occurs in	home
announcement	precedes	flight announcement
bell ringing	has sibling	bell
duck	associated with environment	river
onomatopoeia	has subtype	hiss
cooking	described by	a process of preparing food for consumption
buzzer ringing	has duration	medium
water vehicle	originates from	watercraft paddle blade
hand saw	belongs to class	sawing
dog howling	produces	howling
turkey gobble	event composed of	turkey call
harmonica	emitted by	instrument
animal	has subtype	dog bowing
phone ringing	belongs to class	things
cat meowing	belongs to class	cat
fusillade	is a type of	gunshot
sound of things	has subtype	cash register beeping
castanets	part of scene	dance performance
eating	has sibling	digestive
guiro	associated with environment	performance
slosh	belongs to class	liquid
scratch	responds to	pencil on feathers
trumpet	has duration	short
pant	has parent	breathing
africa music	has sibling	music genre
moaning	can be heard in	bedroom
woodpecker	follows	wood house building
crying	emotionally associated with	sadness
rattle	has subtype	car engine vibration
bassoon	can be heard in	opera house
pizzicato	has sibling	violin fiddle
heavy engine (low frequency)	occurs in	street
breathing	belongs to class	human non-speech sounds
air conditioner	produced during	indoor environments
natural sounds	has subtype	wildfire
heavy metal	belongs to class	music genre
rock music	has subtype	psychedelic rock
door slam	occurs in	bathroom
lullaby	produced during	singing
truck engine	has sibling	truck
human sounds	localized in	train station
cooking	described by	a process of combining ingredients to make a dish
playing darts	has sibling	human activities
crunch	belongs to class	source-ambiguous
glass	occurs in	kitchen
footsteps	originates from	dancing on stage
music	has subtype	ukulele
drum and bass	has parent	electronic music
metro	occurs in	underground system
singing	is variant of	music
train	localized in	tunnel
engine	has subtype	sewing machine
giggling	overlaps with	children playing
swimming	part of scene	river
cymbal	is a type of	handheld instrument
road vehicle	has subtype	vehicle passing by
male speaking	generated by	voice
squeak	event composed of	rubber duck squeaker
tambourine	precedes	dance performance
music	has subtype	harpsichord
child babbling	occurs in	residential area
typewriter	associated with environment	office
insect	has children	insect chirping
cooking	described by	a method of preparing food
zing	has parent	onomatopoeia
rain on surface	scene contains	rainy day
coyote howling	temporal component of	howling
non-machinery impact	belongs to class	things
drawer open or close	has sibling	kitchen sounds
choir singing	belongs to class	human sounds
crowd	part of scene	festival
applause	originates from	applause event
owl	belongs to class	bird
hook and loop fastener	occurs in	car interior
human activities	occurs in	park
music	has subtype	hip hop music
snare drum	has subtype	rimshot
country music	event composed of	fiddle
hammering	occurs in	construction zone center building workshop
hook and loop fastener	occurs in	vehicle interior
footsteps	occurs in	public square
ukulele	described by	a small, portable musical instrument with a distinctive sound and a unique cultural significance in hawaiian music
glockenspiel	has subtype	vibraphone
creak	can be heard in	old house
music	has subtype	trance music
castanets	has subtype	rhythm
source-ambiguous sounds	has subtype	object fall
groaning	described by	pain
hair dryer	emitted by	electricity
clang	can be heard in	construction site
video game	belongs to class	reproduction
rapping	occurs in	music festival
sneezing	occurs in	train interior
vehicle	produces	engine noise
bagpipes	produces	music
music genre	scene contains	hip hop music
tearing	has parent	deformable shell
scrape	belongs to class	source-ambiguous
guitar strumming	has parent	playing guitar
grinding	scene contains	coffee grinder
cymbal	caused by	strike
whispering	is a type of	low
steelpan	associated with environment	music festival
outdoor rural or natural	belongs to class	acoustic environment
screech	is a type of	emergency
mains hum	has sibling	background noise
wheeze	described by	a symptom of asthma or other allergic reactions
flap	belongs to class	source-ambiguous
human non-speech sounds	has subtype	screaming
human non-speech sounds	has subtype	slapping
light engine (high frequency)	occurs in	construction site
whistling	is variant of	whistle note
object rustling	has parent	object impact
harp	is sound of	instrument
eruption	linked to visual	volcanic eruption
sound of things	has subtype	bus engine
tubular bells	scene contains	church bell tower
vibraphone	co-occurs with	live music event
channel environment and background	has subtype	environmental noise
animal	has subtype	ferret dooking
doorbell	is sound of	door
refrigerator	is a type of	household appliance
race car	belongs to class	car
race car	produced during	racing
music	scene contains	music festival
artillery fire	belongs to class	non-machinery impact
owl hoot	produced during	owl mating
opera	produced during	concert
object fall	has sibling	object impact
cricket	occurs in	forest
snake	has subtype	snake hissing
electronic music	has subtype	house music
harmonic	belongs to class	source-ambiguous
doorbell	has sibling	alarm signal
saxophone	has timbre	woody
domestic animal	has subtype	cat growling
rain	produces	rainfall
piano	localized in	music studio
mosquito	occurs in	grassland
drawer open or close	belongs to class	things
domestic sounds	has parent	things
object fall	belongs to class	things
domestic sounds	has subtype	blender
